"edge_id","country","source_actor_id","source_actor_name","source_role","target_actor_id","target_actor_name","target_role","mechanism_id","mechanism_name","mechanism_category","relationship_type","process_stage","edge_confidence","legal_anchor_type","anchor_strength","anchor_category","derivation_method","manual_review_required","notes"
"MEX-EDGE-0354","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-012","administrative_responsibility","enforcement","reviews","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0355","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0356","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0357","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0358","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-012","administrative_responsibility","enforcement","mandates","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0359","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-012","administrative_responsibility","enforcement","mandates","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0360","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0361","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0362","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0363","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-012","administrative_responsibility","enforcement","oversees","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0364","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-012","administrative_responsibility","enforcement","oversees","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0365","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0366","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0367","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0368","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-012","administrative_responsibility","enforcement","supervises","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0369","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-012","administrative_responsibility","enforcement","reviews","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0370","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-012","administrative_responsibility","enforcement","oversees","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0371","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-012","administrative_responsibility","enforcement","reviews","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0372","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-012","administrative_responsibility","enforcement","oversees","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0373","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-012","administrative_responsibility","enforcement","coordinates_with","sanctions_and_enforcement","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0374","Mexico","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0375","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0376","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-002","right_to_stand_for_election","candidacy","regulates","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0377","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0378","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-002","right_to_stand_for_election","candidacy","reviews","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0379","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0380","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","high","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0381","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-002","right_to_stand_for_election","candidacy","investigates","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0382","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0383","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-002","right_to_stand_for_election","candidacy","administers","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0384","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0385","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0386","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0387","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-002","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","high","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0388","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-002","right_to_stand_for_election","candidacy","investigates","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0389","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-002","right_to_stand_for_election","candidacy","supervises","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0390","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-002","right_to_stand_for_election","candidacy","mandates","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0391","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-002","right_to_stand_for_election","candidacy","reviews","nomination_or_candidacy","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0392","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-002","right_to_stand_for_election","candidacy","oversees","electoral_dispute_resolution","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
